"","x"
"1",-0.359029340742467
"2",-0.472356030579414
"3",2.08028121263313
"4",1.83876531625931
"5",-0.327446492755122
"6",-0.299579273942758
"7",-0.266138611367921
"8",4.10529911299824
"9",1.85734346213422
"10",0.984170606013477
"11",0.508570071615798
"12",0.278201062766923
"13",1.4300461070113
"14",0.476987223628452
"15",0.53272166125318
"16",0.81139384937682
"17",0.6924937157774
"18",-0.30515271770523
"19",-0.431484109654614
"20",-0.260565167605448
"21",-0.481645103516869
"22",-0.736165702003127
"23",-0.774250901046691
"24",-0.751214000161803
"25",-0.79078545087536
"26",-0.559673316191488
"27",-0.792643265462851
"28",-0.818095325311477
"29",-0.797845146307826
"30",-0.477929474341887
"31",-0.544810799491561
"32",-0.727433973441919
"33",-0.806762656327782
"34",0.947014314263658
"35",-0.297721459355267
"36",-0.405474705429741
"37",-0.390612188729813
"38",-0.518801395266688
"39",-0.511370136916724
"40",0.450977819403579
"41",0.157443114580012
"42",-0.0432008608690088
"43",0.11285556448023
"44",0.337651129566632
"45",1.46720239876112
"46",2.28464081725713
"47",1.85734346213422
"48",0.317215169104232
"49",0.265196360654486
"50",0.235471327254631
"51",0.161158743754994
"52",-0.0227649004066086
"53",-0.093361854731264
"54",-0.095219669318755
"55",0.254049473129541
"56",0.965592460138568
"57",0.575451396765472
"58",-0.0710680796813728
"59",1.03990504363821
"60",1.35573352351166
"61",0.558731065478053
"62",0.179736889629903
"63",0.101708676955284
"64",-0.215977617505666
"65",-0.208546359155702
"66",-0.511370136916724
"67",-0.422195036717159
"68",-0.511370136916724
"69",-0.66371093309098
"70",3.6222673202506
"71",0.774237557627002
"72",1.0213268977633
"73",-0.111940000606173
"74",2.4332659842564
"75",4.34681500937207
"76",1.46720239876112
"77",-0.169532252818392
